"host_response_time","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_since_days","log_price"
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,145,1,365,1,2,365,365,1,365,3,3,3,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.97673374242057
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,152,1,365,1,2,365,365,1,365,24,54,84,358,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,5.02388052084628
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,3,100,1,365,1,2,365,365,1,365,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.60517018598809
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",3,1,1,2,97,1,365,5,5,28,365,5,338.7,22,52,76,350,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.57471097850338
"N/A",98,"f",189,"t","t","Honolulu","Entire home/apt",4,1,1,2,129,3,365,5,5,365,365,5,365,9,32,53,327,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",179,179,0,0,NA,1667,4.85981240436167
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",4,1,1,1,183,5,365,1,7,365,365,5.1,365,30,57,76,249,9,2,0,100,10,10,10,10,10,10,"t",86,86,0,0,0.54,1275,5.20948615284142
"within an hour",99,"f",119,"t","t","Maui","Entire home/apt",6,2,2,2,140,30,1125,30,30,1125,1125,30,1125,18,26,26,231,11,6,0,82,9,9,9,8,9,8,"t",126,126,0,0,0.62,1163,4.9416424226093
"within an hour",99,"t",14,"t","t","Maui","Entire home/apt",4,1,1,2,250,1,21,1,2,21,21,1,21,3,3,3,3,68,30,0,100,10,10,10,10,10,10,"t",12,12,0,0,3.38,4332,5.52146091786225
"within an hour",99,"f",197,"t","t","Hawaii","Entire home/apt",4,1,2,2,211,3,1125,3,3,1125,1125,3,1125,15,45,75,349,3,3,0,93,10,10,10,9,9,9,"t",188,188,0,0,0.3,1185,5.35185813347607
"within a day",97,"f",2,"t","t","Honolulu","Entire home/apt",6,2.5,2,3,200,2,1125,2,2,1125,1125,2,1125,0,0,0,0,24,15,0,88,10,9,9,9,10,10,"t",1,1,0,0,1.17,2293,5.29831736654804
"within an hour",100,"t",1,"t","t","Maui","Entire home/apt",4,1,1,2,165,4,60,4,4,1125,1125,4,1125,2,2,2,2,16,8,0,95,10,10,10,10,10,10,"t",1,1,0,0,0.98,674,5.10594547390058
"within an hour",100,"t",1,"t","f","Hawaii","Entire home/apt",6,2,2,3,89,1,1125,1,2,1125,1125,1,1125,29,44,66,155,37,28,1,97,10,9,10,10,9,10,"t",1,1,0,0,1.93,674,4.48863636973214
"within a day",64,"f",3,"t","t","Honolulu","Entire home/apt",6,1,2,3,500,10,1125,7,10,1125,1125,9.9,1125,30,30,30,86,10,1,0,100,10,10,10,10,10,10,"f",3,3,0,0,0.57,1570,6.21460809842219
"within a day",100,"f",3,"t","t","Honolulu","Entire home/apt",2,1,1,1,199,30,90,30,30,1125,1125,30,1125,0,0,21,295,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,1710,5.29330482472449
"N/A",98,"t",1,"t","f","Hawaii","Entire home/apt",2,1,1,1,74,3,30,3,3,30,30,3,30,0,0,0,0,35,17,0,98,10,10,10,10,10,10,"f",1,1,0,0,1.82,674,4.30406509320417
"a few days or more",11,"f",135,"t","t","Maui","Entire home/apt",4,1,NA,2,200,3,1125,3,3,1125,1125,3,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",9,9,0,0,NA,704,5.29831736654804
"within a few hours",100,"f",1,"t","t","Honolulu","Entire home/apt",4,1,1,2,145,1,1125,1,2,1125,1125,1,1125,3,19,49,324,1,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,0.07,1169,4.97673374242057
"within an hour",100,"t",10,"t","f","Maui","Entire home/apt",4,2,2,3,160,5,1125,1,9,1125,1125,5.8,1125,2,2,26,165,32,17,2,99,10,10,10,10,10,10,"t",13,13,0,0,1.72,1419,5.07517381523383
"within an hour",99,"f",197,"t","t","Maui","Entire home/apt",6,2,2,3,281,2,1125,2,5,1125,1125,2.7,1125,1,1,1,1,2,1,0,100,9,9,10,10,10,9,"t",188,188,0,0,0.11,1185,5.63835466933375
"within an hour",99,"f",197,"t","t","Maui","Entire home/apt",4,1,1,2,193,2,1125,2,5,1125,1125,2.7,1125,0,0,0,0,6,1,0,93,10,9,10,10,10,10,"t",188,188,0,0,0.33,1185,5.26269018890489
"within a few hours",50,"f",2,"t","t","Maui","Entire home/apt",6,1,2,4,299,3,1125,3,3,1125,1125,3,1125,28,36,41,289,2,0,0,100,10,9,10,10,10,10,"f",2,2,0,0,0.13,1447,5.70044357339069
"within an hour",92,"f",2,"t","f","Hawaii","Entire home/apt",2,1,NA,1,85,1,30,1,2,1125,1125,1,1125,0,0,0,0,81,35,0,87,9,9,9,9,9,9,"t",2,2,0,0,4.04,3015,4.44265125649032
"within an hour",19,"f",13,"t","t","Honolulu","Entire home/apt",6,3,3,4,250,7,1125,7,7,1125,1125,7,1125,29,59,89,89,1,0,0,100,10,10,10,10,10,10,"f",13,13,0,0,0.05,815,5.52146091786225
"N/A",100,"f",4,"t","t","Hawaii","Private room",2,1,1,2,179,1,1125,1,1,1125,1125,1,1125,0,0,23,298,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,2,2,0,NA,1877,5.18738580584075
"N/A",100,"f",4,"t","t","Hawaii","Entire home/apt",4,1,2,2,199,1,1125,1,2,1125,1125,1,1125,0,0,21,295,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,2,2,0,NA,1877,5.29330482472449
"N/A",100,"f",4,"t","t","Hawaii","Entire home/apt",7,1,3,6,259,1,1125,1,2,1125,1125,1,1125,0,0,21,292,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,2,2,0,NA,1877,5.55682806169954
"N/A",100,"f",4,"t","t","Hawaii","Private room",2,1,1,2,169,1,1125,1,1,1125,1125,1,1125,0,0,25,300,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,2,2,0,NA,1877,5.12989871492307
"within an hour",99,"f",283,"t","t","Maui","Entire home/apt",4,1,1,2,190,2,1125,2,7,2,1125,3.4,227.6,27,57,87,362,15,6,0,87,9,9,9,9,10,9,"t",254,254,0,0,0.76,1432,5.24702407216049
"within a few hours",97,"f",7,"t","t","Honolulu","Private room",3,1,1,2,63,1,365,1,1,1125,1125,1,1125,17,47,77,352,40,16,2,83,9,9,10,9,9,9,"t",7,4,3,0,1.98,3087,4.14313472639153
"within an hour",100,"f",58,"t","t","Kauai","Entire home/apt",4,1,1,1,102,2,21,2,4,21,21,2.1,21,8,22,40,285,16,10,0,94,10,10,9,10,9,9,"t",55,55,0,0,0.98,1458,4.62497281328427
"within an hour",100,"f",58,"t","t","Kauai","Entire home/apt",4,1,1,1,121,2,21,2,4,21,21,2.1,21,30,60,90,365,2,1,0,90,6,8,8,6,8,7,"t",55,55,0,0,0.11,1458,4.79579054559674
"within an hour",99,"t",28,"t","t","Kauai","Entire home/apt",2,1,1,1,125,2,21,2,4,21,21,2.1,21,7,11,27,254,2,1,0,90,9,10,9,8,9,9,"t",27,27,0,0,0.15,1389,4.8283137373023
"within an hour",99,"f",21,"t","t","Maui","Entire home/apt",4,1,1,2,207,1,365,1,2,365,365,1,365,3,22,45,276,26,10,0,95,10,10,9,10,10,9,"t",20,20,0,0,1.35,1149,5.33271879326537
"within a day",97,"f",215,"t","t","Maui","Entire home/apt",6,2,2,4,318,3,30,5,10,5,30,5.3,25.7,19,49,50,237,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",211,211,0,0,NA,1835,5.76205138278018
"a few days or more",95,"f",3,"t","f","Honolulu","Entire home/apt",3,1,1,1,118,3,365,3,3,1125,1125,3,1125,30,60,90,355,13,4,0,89,10,10,9,9,10,9,"t",4,4,0,0,0.66,1471,4.77068462446567
"a few days or more",95,"f",3,"t","f","Honolulu","Entire home/apt",4,1,1,2,185,3,365,3,3,1125,1125,3,1125,30,60,71,71,8,4,0,80,7,8,8,8,10,9,"t",4,4,0,0,0.4,1471,5.22035582507832
"within an hour",99,"f",197,"t","t","Hawaii","Entire home/apt",6,2,3,3,227,3,1125,3,4,1125,1125,3.3,1125,0,0,0,0,3,3,0,100,9,10,10,9,9,10,"t",188,188,0,0,0.25,1185,5.4249500174814
"within an hour",99,"f",283,"t","t","Hawaii","Entire home/apt",8,1,3,4,121,2,1125,2,6,3,1125,3.2,265.3,25,41,71,346,7,4,0,94,10,9,10,10,9,10,"t",254,254,0,0,0.36,1432,4.79579054559674
"within an hour",100,"t",0,"t","f","Maui","Entire home/apt",2,1,1,1,190,5,1125,3,7,1125,1125,5.8,1125,15,45,64,310,30,11,0,100,10,10,10,10,10,10,"f",2,2,0,0,1.58,672,5.24702407216049
"a few days or more",91,"f",5,"t","f","Honolulu","Private room",3,1,1,1,290,1,1125,1,3,1125,1125,1.1,1125,26,50,67,341,4,3,0,95,10,10,10,10,10,10,"t",5,1,4,0,0.23,673,5.66988092298052
"within an hour",97,"t",161,"t","t","Honolulu","Entire home/apt",2,1,NA,1,165,3,1125,3,7,1125,1125,3.2,1125,26,56,86,346,2,0,0,100,10,9,10,10,10,9,"t",153,153,0,0,0.12,1694,5.10594547390058
"within a day",66,"f",9,"t","f","Hawaii","Private room",3,1,NA,2,80,1,28,1,1,28,28,1,28,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",8,0,7,1,NA,2832,4.38202663467388
"within a few hours",50,"f",12,"t","t","Honolulu","Private room",8,2,2,2,800,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",8,0,8,0,NA,1220,6.68461172766793
"within an hour",98,"t",2,"t","f","Hawaii","Entire home/apt",6,1,1,3,177,1,1125,1,2,1125,1125,1,1125,21,44,61,328,92,41,2,99,10,10,10,10,10,10,"f",2,2,0,0,4.57,1655,5.17614973257383
"within an hour",100,"t",7,"t","t","Honolulu","Entire home/apt",6,2,2,4,399,7,1125,2,7,1125,1125,6.9,1125,4,4,16,241,62,30,1,99,10,10,10,10,10,10,"t",6,6,0,0,3.09,1741,5.98896141688986
"within a few hours",98,"t",1,"t","f","Honolulu","Entire home/apt",2,1,1,1,139,4,40,4,4,40,40,4,40,13,43,73,73,2,0,0,70,8,8,10,10,10,9,"f",3,3,0,0,0.12,828,4.93447393313069
"within a few hours",73,"f",145,"t","f","Hawaii","Entire home/apt",4,1,1,1,89,3,60,3,3,60,60,3,60,5,12,23,286,11,6,0,91,9,10,10,10,8,9,"t",131,131,0,0,0.59,3481,4.48863636973214
"within an hour",80,"f",1,"t","f","Hawaii","Private room",1,1,1,1,85,3,1125,3,3,1125,1125,3,1125,0,0,0,0,18,8,0,98,10,10,10,10,10,10,"f",1,0,1,0,0.92,1178,4.44265125649032
"within an hour",100,"t",4,"t","t","Honolulu","Entire home/apt",8,2,3,5,371,30,60,30,30,60,60,30,60,2,2,2,2,27,7,0,99,10,10,10,10,9,9,"t",3,3,0,0,1.37,2527,5.91620206260743
"within an hour",100,"t",10,"t","f","Maui","Entire home/apt",12,4,4,6,595,5,1125,5,10,1125,1125,5.7,1125,0,0,7,108,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",13,13,0,0,NA,1419,6.38856140554563
"within a day",100,"f",183,"t","t","Maui","Entire home/apt",4,2,2,2,793,5,1125,5,7,1125,1125,5.2,1125,28,45,48,129,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",148,148,0,0,NA,1752,6.67582322163485
"within a day",89,"t",1,"t","f","Honolulu","Entire home/apt",4,1,1,2,179,2,1125,2,2,1125,1125,2,1125,0,0,0,0,26,13,0,99,10,10,10,10,10,10,"t",1,1,0,0,1.57,670,5.18738580584075
"within an hour",98,"t",4,"t","t","Hawaii","Private room",2,1.5,1,1,199,2,1125,2,3,1125,1125,2,1125,21,21,21,21,12,11,0,97,10,9,10,10,10,10,"t",5,1,4,0,0.84,3044,5.29330482472449
"within an hour",100,"t",4,"t","t","Honolulu","Entire home/apt",4,1,NA,1,149,30,60,30,30,60,60,30,60,0,0,0,232,51,18,0,100,10,10,10,10,10,10,"t",3,3,0,0,2.6,2527,5.00394630594546
"within an hour",100,"t",163,"t","t","Maui","Entire home/apt",4,1,NA,2,210,5,28,5,5,28,28,5,28,0,0,0,0,1,1,0,100,10,10,10,10,10,10,"t",143,143,0,0,0.09,1389,5.34710753071747
"within an hour",100,"t",163,"t","t","Maui","Entire home/apt",4,1,NA,2,203,5,28,5,5,28,28,5,28,10,24,27,176,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",143,143,0,0,NA,1389,5.31320597904179
"within an hour",100,"t",163,"t","t","Maui","Entire home/apt",6,2,2,4,262,5,28,5,5,28,28,5,28,9,31,34,183,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",143,143,0,0,NA,1389,5.5683445037611
"within an hour",100,"t",163,"t","t","Maui","Entire home/apt",6,2,2,2,228,5,28,5,5,28,28,5,28,2,2,2,2,2,0,0,80,9,9,10,10,9,8,"t",143,143,0,0,0.12,1389,5.42934562895444
"within an hour",100,"t",163,"t","t","Maui","Entire home/apt",2,1,NA,1,274,5,28,5,5,28,28,5,28,28,58,81,330,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",143,143,0,0,NA,1389,5.61312810638807
"within a few hours",82,"t",4,"t","t","Maui","Entire home/apt",4,1,NA,2,299,7,7,7,7,7,7,7,7,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,3431,5.70044357339069
"within a few hours",97,"f",219,"t","t","Maui","Entire home/apt",7,2,2,3,350,5,1125,1,7,1125,1125,5.2,1125,22,44,74,309,12,5,0,88,9,10,10,9,10,9,"f",199,195,2,0,0.71,2403,5.85793315448346
"within a few hours",100,"f",2,"t","t","Hawaii","Entire home/apt",16,5.5,5,9,525,5,1125,5,5,1125,1125,5,1125,2,3,3,108,5,1,0,90,9,8,10,10,10,9,"t",2,2,0,0,0.28,2249,6.26339826259162
"within an hour",19,"f",13,"t","t","Honolulu","Entire home/apt",5,2,3,3,250,30,200,30,30,200,200,30,200,30,60,90,365,2,1,0,100,10,10,10,10,10,10,"f",13,13,0,0,0.12,815,5.52146091786225
"within an hour",100,"f",2,"t","t","Honolulu","Entire home/apt",5,1,2,3,110,1,1125,1,2,1125,1125,1,1125,0,8,12,12,33,21,0,95,9,10,10,10,10,10,"t",1,1,0,0,1.83,669,4.70048036579242
"within a day",50,"f",1,"t","f","Honolulu","Entire home/apt",4,2,3,4,165,30,30,30,30,30,30,30,30,2,2,2,2,1,1,0,100,10,10,10,10,10,10,"f",1,1,0,0,0.31,669,5.10594547390058
"within a few hours",97,"f",7,"t","t","Honolulu","Private room",2,1,1,1,55,1,365,1,1,1125,1125,1,1125,30,60,84,338,40,18,1,87,9,8,10,9,9,9,"t",7,4,3,0,1.98,3087,4.00733318523247
"a few days or more",91,"f",5,"t","f","Honolulu","Private room",3,1,1,1,305,1,1125,1,3,1125,1125,1.1,1125,30,59,72,347,3,3,0,100,10,10,7,9,10,9,"t",5,1,4,0,0.27,673,5.72031177660741
"a few days or more",91,"f",5,"t","f","Honolulu","Private room",3,1,1,1,425,1,1125,1,3,1125,1125,1.1,1125,30,59,72,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",5,1,4,0,NA,673,6.05208916892442
"a few days or more",91,"f",5,"t","f","Honolulu","Private room",3,1,1,1,425,1,1125,1,3,1125,1125,1.1,1125,30,59,72,347,1,1,0,100,10,10,10,10,10,10,"t",5,1,4,0,0.22,673,6.05208916892442
"N/A",100,"t",1,"t","t","Hawaii","Entire home/apt",4,1,NA,2,109,2,60,2,2,60,60,2,60,0,0,0,235,34,14,0,99,10,10,10,10,10,10,"f",1,1,0,0,1.8,791,4.69134788222914
"within a day",0,"f",1,"t","t","Hawaii","Entire home/apt",7,3.5,4,4,750,7,1125,7,7,1125,1125,7,1125,9,31,54,311,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,686,6.62007320653036
"within an hour",100,"t",2,"t","f","Honolulu","Entire home/apt",3,1,1,1,66,30,1125,30,30,1125,1125,30,1125,0,17,47,227,2,2,0,90,10,8,10,10,10,10,"f",2,2,0,0,0.3,1818,4.18965474202643
"within a few hours",78,"f",2,"t","f","Maui","Entire home/apt",4,1,1,1,160,2,1125,3,3,1125,1125,3,1125,0,0,0,0,33,14,0,98,10,10,10,10,10,10,"f",2,2,0,0,1.69,669,5.07517381523383
"within a few hours",100,"f",4,"t","t","Honolulu","Entire home/apt",4,1,1,2,132,3,1125,3,3,1125,1125,3,1125,23,34,52,326,22,6,0,88,9,8,9,10,10,9,"t",2,2,0,0,1.22,1862,4.88280192258637
"within an hour",100,"f",2,"t","t","Honolulu","Entire home/apt",4,1,NA,2,92,3,1125,3,3,1125,1125,3,1125,0,0,0,79,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,1604,4.52178857704904
"N/A",100,"t",4,"t","t","Hawaii","Private room",2,1,1,1,80,2,10,2,2,10,10,2,10,0,0,20,110,14,8,0,100,10,10,10,10,10,10,"t",2,0,2,0,0.7,1842,4.38202663467388
"within an hour",99,"f",197,"t","t","Maui","Entire home/apt",4,2,1,2,453,2,1125,2,5,1125,1125,2.7,1125,30,60,83,347,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",188,188,0,0,NA,1185,6.11589212548303
"within an hour",99,"t",5,"t","t","Hawaii","Private room",2,1,1,1,48,14,90,14,14,90,90,14,90,0,0,0,33,141,70,0,97,10,9,10,10,10,10,"f",4,3,1,0,6.92,3239,3.87120101090789
"within an hour",99,"t",5,"t","t","Honolulu","Entire home/apt",6,1,1,2,101,2,1125,2,2,1125,1125,2,1125,3,24,35,302,36,18,1,96,10,10,10,10,10,9,"f",4,4,0,0,1.84,873,4.61512051684126
"within an hour",100,"f",37,"t","t","Hawaii","Entire home/apt",6,2,2,3,293,3,21,3,5,21,21,3.1,21,20,28,41,283,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,37,0,0,NA,1369,5.68017260901707
"within an hour",100,"t",9,"t","t","Honolulu","Entire home/apt",4,2,1,2,169,1,1125,1,2,1125,1125,1,1125,17,47,66,235,15,4,0,99,10,10,10,10,10,10,"t",9,9,0,0,0.84,1777,5.12989871492307
"N/A",98,"f",4,"t","t","Honolulu","Private room",4,1,1,2,164,1,1125,1,3,1125,1125,1.1,1125,0,0,17,291,3,1,0,60,6,5,6,7,6,5,"t",4,0,4,0,0.16,1015,5.0998664278242
"within a few hours",97,"f",7,"t","t","Honolulu","Private room",3,1,1,2,112,1,1125,1,1,1125,1125,1,1125,30,60,90,365,51,23,0,87,9,9,10,9,9,9,"t",7,4,3,0,2.55,3087,4.71849887129509
"within an hour",100,"t",2,"t","f","Hawaii","Entire home/apt",4,1,1,2,120,2,1125,1,2,1125,1125,2,1125,0,24,34,230,64,31,0,97,10,10,10,10,10,10,"t",4,4,0,0,3.34,1665,4.78749174278205
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",4,2,2,2,566,5,365,5,5,365,365,5,365,0,0,2,254,1,0,0,100,10,10,10,10,10,10,"f",15,15,0,0,0.06,1078,6.33859407820318
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",4,2,1,1,338,5,365,5,5,365,365,5,365,6,17,35,234,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,5.82304589548302
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,2.5,3,3,293,5,21,4,5,21,21,4.2,21,8,24,31,245,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,1078,5.68017260901707
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,3,3,3,345,5,365,4,4,365,365,4,365,0,0,0,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,5.84354441703136
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,3,3,3,374,5,365,5,5,365,365,5,365,0,8,28,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,5.92425579741453
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",4,2.5,2,3,583,5,21,4,5,21,21,4.2,21,0,14,17,139,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,1078,6.36818718635049
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,2,2,3,283,5,365,5,5,365,365,5,365,17,40,62,299,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,5.64544689764324
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,3,3,3,492,5,365,4,4,365,365,4,365,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,6.19847871649231
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",5,2,2,2,486,5,21,4,5,21,21,4.3,21,3,3,3,3,1,0,0,100,10,10,10,10,10,10,"t",15,15,0,0,0.06,1078,6.18620862390049
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,2,2,2,500,5,365,5,5,365,365,5,365,0,0,0,139,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,6.21460809842219
"a few days or more",100,"f",6,"t","t","Hawaii","Entire home/apt",6,2.5,2,3,566,5,365,5,5,365,365,5,365,21,48,48,239,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",15,15,0,0,NA,1078,6.33859407820318
"within an hour",99,"t",8,"t","t","Maui","Entire home/apt",5,2,1,3,144,1,1125,1,5,1125,1125,4.5,1125,7,15,36,308,65,22,1,98,10,10,10,10,10,10,"t",7,7,0,0,3.22,2146,4.969813299576
"within a few hours",50,"f",1,"t","t","Hawaii","Entire home/apt",8,3.5,4,5,495,5,1125,5,5,1125,1125,5,1125,0,20,29,216,2,0,0,100,10,10,10,10,10,10,"t",1,1,0,0,0.11,668,6.20455776256869
"N/A",87,"f",1,"t","f","Kauai","Entire home/apt",5,2,2,2,255,3,30,3,3,1125,1125,3,1125,0,0,11,241,3,1,0,100,10,10,10,10,10,10,"t",1,1,0,0,0.16,668,5.54126354515843
"within a day",27,"f",141,"t","t","Honolulu","Entire home/apt",4,1,NA,2,228.57,3,1125,3,3,1125,1125,3,1125,25,55,85,360,5,3,0,100,10,10,10,10,10,9,"f",34,31,3,0,0.27,2393,5.43184250915303
"within a day",100,"f",2,"t","t","Hawaii","Entire home/apt",8,2.5,2,2,271,2,1125,2,2,1125,1125,2,1125,0,0,0,257,12,10,0,98,10,10,10,10,10,10,"t",2,2,0,0,0.8,667,5.6021188208797
"within a few hours",90,"f",1,"t","f","Hawaii","Entire home/apt",6,2,3,5,85,2,21,2,2,1125,1125,2,1125,0,0,14,186,10,3,0,94,10,10,10,9,10,9,"t",1,1,0,0,0.51,667,4.44265125649032
"within an hour",98,"t",1,"t","t","Hawaii","Entire home/apt",2,1,1,2,85,1,1125,1,2,1125,1125,1,1125,14,23,37,37,69,30,0,99,10,10,10,10,10,10,"t",1,1,0,0,3.48,927,4.44265125649032
"N/A",100,"f",1,"t","t","Honolulu","Private room",1,1.5,1,1,51,30,1125,30,30,1125,1125,30,1125,0,0,0,0,24,0,0,92,10,9,10,10,10,9,"f",1,0,1,0,1.24,1542,3.93182563272433
"N/A",50,"t",2,"t","t","Honolulu","Private room",3,1,1,2,89,30,90,30,30,1125,1125,30,1125,0,20,50,140,8,1,0,100,10,10,10,10,10,10,"t",1,0,1,0,0.44,2527,4.48863636973214
"within a day",0,"f",2,"t","t","Maui","Private room",8,2,2,4,550,7,1125,7,7,1125,1125,7,1125,24,54,76,76,1,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,0,1,0,0.05,1410,6.30991827822652
"within a few hours",94,"t",7,"t","t","Hawaii","Entire home/apt",4,1,1,2,75,1,90,1,2,90,90,1,90,30,60,89,89,2,0,0,100,10,10,10,10,10,10,"t",7,3,4,0,0.1,3362,4.31748811353631
"within an hour",100,"t",1,"t","t","Hawaii","Entire home/apt",4,1,2,2,84,2,21,2,2,1125,1125,2,1125,0,11,12,87,42,19,0,98,10,10,10,10,10,10,"t",1,1,0,0,2.12,1780,4.43081679884331
"within a few hours",5,"f",10,"t","t","Maui","Private room",4,1,1,1,150,7,7,7,7,7,7,7,7,29,59,89,269,1,0,0,100,10,10,10,10,10,10,"f",2,0,2,0,0.05,1251,5.01063529409626
"within a few hours",5,"f",10,"t","t","Kauai","Private room",6,2,2,3,150,7,7,7,7,7,7,7,7,30,60,83,262,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,0,2,0,NA,1251,5.01063529409626
"within a few hours",100,"t",1,"t","t","Maui","Entire home/apt",2,1,NA,0,171,4,1125,4,4,1125,1125,4,1125,15,36,53,246,14,7,0,99,10,10,10,10,10,10,"f",1,1,0,0,0.78,1175,5.14166355650266
"within an hour",96,"t",2,"t","t","Hawaii","Entire home/apt",10,2,3,6,160,2,28,2,2,1125,1125,2,1125,28,58,85,228,11,8,0,96,10,10,10,10,10,10,"f",2,2,0,0,0.72,1749,5.07517381523383
"within a few hours",78,"f",190,"t","t","Hawaii","Entire home/apt",8,2.5,3,3,216,1,365,1,7,365,365,4.5,365,0,0,0,0,3,0,0,87,10,10,9,9,9,9,"t",180,180,0,0,0.16,1465,5.37527840768417
"within a day",100,"f",2,"t","t","Hawaii","Entire home/apt",10,3,4,5,205,2,1125,2,2,1125,1125,2,1125,0,0,0,259,14,7,0,81,8,8,9,9,9,8,"t",2,2,0,0,0.81,667,5.32300997913841
"within a few hours",100,"t",1,"t","t","Hawaii","Entire home/apt",3,1,1,2,202,7,1125,7,7,1125,1125,7,1125,2,19,27,63,33,18,0,99,10,10,10,10,10,10,"t",1,1,0,0,1.72,1881,5.30826769740121
"within an hour",99,"t",4,"t","t","Hawaii","Entire home/apt",5,1,NA,3,140,1,14,1,2,1125,1125,1,1125,29,54,76,346,43,19,0,98,10,10,10,10,10,9,"f",4,4,0,0,2.14,2004,4.9416424226093
"within an hour",100,"f",1,"t","f","Hawaii","Entire home/apt",4,2,1,2,150,5,1125,5,5,1125,1125,5,1125,19,39,39,212,9,3,0,96,9,9,10,10,10,10,"t",1,1,0,0,0.56,970,5.01063529409626
"within an hour",100,"t",42,"t","t","Kauai","Entire home/apt",4,2,2,2,235,4,1125,4,4,1125,1125,4,1125,30,60,81,355,12,4,0,95,10,10,10,10,10,10,"f",36,36,0,0,0.63,2128,5.45958551414416
